Net generation from petroleum for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.OIL.H
19:20:38 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.OIL.H megawatthours
02/26/2021 03H,-1
02/26/2021 02H,0
02/26/2021 01H,-1
02/26/2021 00H,-1
02/25/2021 23H,0
02/25/2021 22H,-1
02/25/2021 21H,30
02/25/2021 20H,21
02/25/2021 19H,-1
02/25/2021 18H,-1
02/25/2021 17H,0
02/25/2021 16H,-1
02/25/2021 15H,0
02/25/2021 14H,0
02/25/2021 13H,-2
02/25/2021 12H,-1
02/25/2021 11H,0
02/25/2021 10H,0
02/25/2021 09H,-1
02/25/2021 08H,-1
02/25/2021 07H,-1
02/25/2021 06H,-1
02/25/2021 05H,0
02/25/2021 04H,-1
02/25/2021 03H,0
02/25/2021 02H,-1
02/25/2021 01H,-1
02/25/2021 00H,0
02/24/2021 23H,-1
02/24/2021 22H,0
02/24/2021 21H,-1
02/24/2021 20H,-1
02/24/2021 19H,-2
02/24/2021 18H,0
02/24/2021 17H,-1
02/24/2021 16H,-1
02/24/2021 15H,0
02/24/2021 14H,-2
02/24/2021 13H,0
02/24/2021 12H,-1
02/24/2021 11H,0
02/24/2021 10H,-3
02/24/2021 09H,-1
02/24/2021 08H,-1
02/24/2021 07H,0
02/24/2021 06H,-1
02/24/2021 05H,-1
02/24/2021 04H,0
02/24/2021 03H,0
02/24/2021 02H,-1
02/24/2021 01H,-1
02/24/2021 00H,-1
02/23/2021 23H,-1
02/23/2021 22H,0
02/23/2021 21H,0
02/23/2021 20H,-2
02/23/2021 19H,0
02/23/2021 18H,-1
02/23/2021 17H,24
02/23/2021 16H,44
02/23/2021 15H,16
02/23/2021 14H,28
02/23/2021 13H,-1
02/23/2021 12H,0
02/23/2021 11H,0
02/23/2021 10H,0
02/23/2021 09H,-2
02/23/2021 08H,0
02/23/2021 07H,0
02/23/2021 06H,-2
02/23/2021 05H,0
02/23/2021 04H,-1
02/23/2021 03H,0
02/23/2021 02H,0
02/23/2021 01H,-1
02/23/2021 00H,0
02/22/2021 23H,-1
02/22/2021 22H,-2
02/22/2021 21H,-1
02/22/2021 20H,-1
02/22/2021 19H,0
02/22/2021 18H,0
02/22/2021 17H,0
02/22/2021 16H,-2
02/22/2021 15H,0
02/22/2021 14H,-1
02/22/2021 13H,0
02/22/2021 12H,0
02/22/2021 11H,0
02/22/2021 10H,-2
02/22/2021 09H,-1
02/22/2021 08H,-1
02/22/2021 07H,-2
02/22/2021 06H,0
02/22/2021 05H,0
02/22/2021 04H,-1
02/22/2021 03H,-1
02/22/2021 02H,0
02/22/2021 01H,0
02/22/2021 00H,-1
02/21/2021 23H,-1
02/21/2021 22H,0
02/21/2021 21H,-1
02/21/2021 20H,-1
02/21/2021 19H,0
02/21/2021 18H,-1
02/21/2021 17H,-1
02/21/2021 16H,-1
02/21/2021 15H,-2
02/21/2021 14H,0
02/21/2021 13H,0
02/21/2021 12H,-2
02/21/2021 11H,0
02/21/2021 10H,0
02/21/2021 09H,0
02/21/2021 08H,-3
02/21/2021 07H,0
02/21/2021 06H,-1
02/21/2021 05H,-1
02/21/2021 04H,-3
02/21/2021 03H,0
02/21/2021 02H,-2
02/21/2021 01H,-1
02/21/2021 00H,0
02/20/2021 23H,0
02/20/2021 22H,0
02/20/2021 21H,0
02/20/2021 20H,-1
02/20/2021 19H,0
02/20/2021 18H,0
02/20/2021 17H,-2
02/20/2021 16H,0
02/20/2021 15H,-2
02/20/2021 14H,0
02/20/2021 13H,-3
02/20/2021 12H,0
02/20/2021 11H,-1
02/20/2021 10H,0
02/20/2021 09H,-1
02/20/2021 08H,-2
02/20/2021 07H,0
02/20/2021 06H,-1
02/20/2021 05H,0
02/20/2021 04H,-1
02/20/2021 03H,0
02/20/2021 02H,0
02/20/2021 01H,0
02/20/2021 00H,-2
02/19/2021 23H,-2
02/19/2021 22H,0
02/19/2021 21H,-1
02/19/2021 20H,-1
02/19/2021 19H,-1
02/19/2021 18H,-1
02/19/2021 17H,-1
02/19/2021 16H,0
02/19/2021 15H,-1
02/19/2021 14H,-2
02/19/2021 13H,0
02/19/2021 12H,0
02/19/2021 11H,0
02/19/2021 10H,-1
02/19/2021 09H,0
02/19/2021 08H,-3
02/19/2021 07H,0
02/19/2021 06H,-1
02/19/2021 05H,-2
02/19/2021 04H,0
02/19/2021 03H,0
02/19/2021 02H,0
02/19/2021 01H,0
02/19/2021 00H,-1
02/18/2021 23H,0
02/18/2021 22H,0
02/18/2021 21H,-1
02/18/2021 20H,-1
02/18/2021 19H,-1
02/18/2021 18H,-2
02/18/2021 17H,-1
02/18/2021 16H,-1
02/18/2021 15H,0
02/18/2021 14H,0
02/18/2021 13H,0
02/18/2021 12H,-2
02/18/2021 11H,-1
02/18/2021 10H,-1
02/18/2021 09H,-1
02/18/2021 08H,0
02/18/2021 07H,0
02/18/2021 06H,-2
02/18/2021 05H,-1
02/18/2021 04H,-2
02/18/2021 03H,0
02/18/2021 02H,-2
02/18/2021 01H,0
02/18/2021 00H,-1
02/17/2021 23H,0
02/17/2021 22H,-1
02/17/2021 21H,-2
02/17/2021 20H,0
02/17/2021 19H,0
02/17/2021 18H,0
02/17/2021 17H,-1
02/17/2021 16H,0
02/17/2021 15H,-1
02/17/2021 14H,74
02/17/2021 13H,221
02/17/2021 12H,20
02/17/2021 11H,0
02/17/2021 10H,-2
02/17/2021 09H,0
02/17/2021 08H,-1
02/17/2021 07H,0
02/17/2021 06H,0
02/17/2021 05H,-3
02/17/2021 04H,-1
02/17/2021 03H,-2
02/17/2021 02H,-1
02/17/2021 01H,0
02/17/2021 00H,-2
02/16/2021 23H,-1
02/16/2021 22H,-1
02/16/2021 21H,0
02/16/2021 20H,-1
02/16/2021 19H,-1
02/16/2021 18H,-1
02/16/2021 17H,-2
02/16/2021 16H,70
02/16/2021 15H,47
02/16/2021 14H,32
02/16/2021 13H,-1
02/16/2021 12H,-1
02/16/2021 11H,0
02/16/2021 10H,0
02/16/2021 09H,-2
02/16/2021 08H,-2
02/16/2021 07H,-1
02/16/2021 06H,-1
02/16/2021 05H,-1
02/16/2021 04H,0
02/16/2021 03H,-1
02/16/2021 02H,0
02/16/2021 01H,0
02/16/2021 00H,-1
02/15/2021 23H,-2
02/15/2021 22H,-2
02/15/2021 21H,-1
02/15/2021 20H,0
02/15/2021 19H,0
02/15/2021 18H,13
02/15/2021 17H,3
02/15/2021 16H,0
02/15/2021 15H,-1
02/15/2021 14H,-2
02/15/2021 13H,-1
02/15/2021 12H,-2
02/15/2021 11H,-2
02/15/2021 10H,0
02/15/2021 09H,0
02/15/2021 08H,0
02/15/2021 07H,0
02/15/2021 06H,0
02/15/2021 05H,0
02/15/2021 04H,-4
02/15/2021 03H,-1
02/15/2021 02H,-2
02/15/2021 01H,0
02/15/2021 00H,-1
02/14/2021 23H,0
02/14/2021 22H,-1
02/14/2021 21H,0
02/14/2021 20H,0
02/14/2021 19H,0
02/14/2021 18H,-1
02/14/2021 17H,-1
02/14/2021 16H,-3
02/14/2021 15H,-1
02/14/2021 14H,0
02/14/2021 13H,-1
02/14/2021 12H,-2
02/14/2021 11H,0
02/14/2021 10H,0
02/14/2021 09H,0
02/14/2021 08H,0
02/14/2021 07H,-1
02/14/2021 06H,-3
02/14/2021 05H,0
02/14/2021 04H,0
02/14/2021 03H,0
02/14/2021 02H,-2
02/14/2021 01H,-1
02/14/2021 00H,0
02/13/2021 23H,0
02/13/2021 22H,-1
02/13/2021 21H,-2
02/13/2021 20H,-1
02/13/2021 19H,0
02/13/2021 18H,-1
02/13/2021 17H,0
02/13/2021 16H,0
02/13/2021 15H,0
02/13/2021 14H,-2
02/13/2021 13H,-1
02/13/2021 12H,-1
02/13/2021 11H,0
02/13/2021 10H,-1
02/13/2021 09H,-1
02/13/2021 08H,0
02/13/2021 07H,-2
02/13/2021 06H,-1
02/13/2021 05H,0
02/13/2021 04H,0
02/13/2021 03H,-1
02/13/2021 02H,-1
02/13/2021 01H,0
02/13/2021 00H,-3
02/12/2021 23H,-1
02/12/2021 22H,-2
02/12/2021 21H,0
02/12/2021 20H,0
02/12/2021 19H,0
02/12/2021 18H,-1
02/12/2021 17H,0
02/12/2021 16H,-2
02/12/2021 15H,0
02/12/2021 14H,-1
02/12/2021 13H,-1
02/12/2021 12H,0
02/12/2021 11H,0
02/12/2021 10H,0
02/12/2021 09H,0
02/12/2021 08H,0
02/12/2021 07H,-3
02/12/2021 06H,0
02/12/2021 05H,-1
02/12/2021 04H,-1
02/12/2021 03H,-1
02/12/2021 02H,-2
02/12/2021 01H,-2
02/12/2021 00H,0
02/11/2021 23H,0
02/11/2021 22H,-2
02/11/2021 21H,0
02/11/2021 20H,0
02/11/2021 19H,0
02/11/2021 18H,0
02/11/2021 17H,0
02/11/2021 16H,0
02/11/2021 15H,-1
02/11/2021 14H,-3
02/11/2021 13H,-3
02/11/2021 12H,0
02/11/2021 11H,-1
02/11/2021 10H,0
02/11/2021 09H,0
02/11/2021 08H,0
02/11/2021 07H,0
02/11/2021 06H,-1
02/11/2021 05H,0
02/11/2021 04H,-2
02/11/2021 03H,0
02/11/2021 02H,0
02/11/2021 01H,-1
02/11/2021 00H,-2
02/10/2021 23H,46
02/10/2021 22H,72
02/10/2021 21H,0
02/10/2021 20H,3
02/10/2021 19H,0
02/10/2021 18H,-2
02/10/2021 17H,34
02/10/2021 16H,81
02/10/2021 15H,0
02/10/2021 14H,-1
02/10/2021 13H,-2
02/10/2021 12H,0
02/10/2021 11H,-1
02/10/2021 10H,0
02/10/2021 09H,-1
02/10/2021 08H,0
02/10/2021 07H,-1
02/10/2021 06H,0
02/10/2021 05H,-1
02/10/2021 04H,-1
02/10/2021 03H,0
02/10/2021 02H,0
02/10/2021 01H,0
02/10/2021 00H,-2
02/9/2021 23H,-1
02/9/2021 22H,0
02/9/2021 21H,0
02/9/2021 20H,-2
02/9/2021 19H,-1
02/9/2021 18H,0
02/9/2021 17H,-1
02/9/2021 16H,20
02/9/2021 15H,11
02/9/2021 14H,0
02/9/2021 13H,0
02/9/2021 12H,-2
02/9/2021 11H,-1
02/9/2021 10H,-2
02/9/2021 09H,-1
02/9/2021 08H,0
02/9/2021 07H,-1
02/9/2021 06H,0
02/9/2021 05H,0
02/9/2021 04H,-1
02/9/2021 03H,0
02/9/2021 02H,0
02/9/2021 01H,0
02/9/2021 00H,-1
02/8/2021 23H,-2
02/8/2021 22H,-2
02/8/2021 21H,-1
02/8/2021 20H,0
02/8/2021 19H,-1
02/8/2021 18H,0
02/8/2021 17H,0
02/8/2021 16H,0
02/8/2021 15H,0
02/8/2021 14H,-1
02/8/2021 13H,-2
02/8/2021 12H,-2
02/8/2021 11H,-2
02/8/2021 10H,0
02/8/2021 09H,0
02/8/2021 08H,-2
02/8/2021 07H,-1
02/8/2021 06H,-1
02/8/2021 05H,-2
02/8/2021 04H,0
02/8/2021 03H,0
02/8/2021 02H,0
02/8/2021 01H,-2
02/8/2021 00H,-2
02/7/2021 23H,0
02/7/2021 22H,0
02/7/2021 21H,0
02/7/2021 20H,-1
02/7/2021 19H,-1
02/7/2021 18H,-1
02/7/2021 17H,0
02/7/2021 16H,0
02/7/2021 15H,0
02/7/2021 14H,-1
02/7/2021 13H,-2
02/7/2021 12H,0
02/7/2021 11H,-1
02/7/2021 10H,-2
02/7/2021 09H,-2
02/7/2021 08H,0
02/7/2021 07H,0
02/7/2021 06H,0
02/7/2021 05H,0
02/7/2021 04H,0
02/7/2021 03H,-3
02/7/2021 02H,-2
02/7/2021 01H,-2
02/7/2021 00H,0
02/6/2021 23H,0
02/6/2021 22H,0
02/6/2021 21H,0
02/6/2021 20H,0
02/6/2021 19H,-1
02/6/2021 18H,0
02/6/2021 17H,-2
02/6/2021 16H,-2
02/6/2021 15H,-2
02/6/2021 14H,-1
02/6/2021 13H,-1
02/6/2021 12H,0
02/6/2021 11H,0
02/6/2021 10H,0
02/6/2021 09H,-1
02/6/2021 08H,0
02/6/2021 07H,-1
02/6/2021 06H,0
02/6/2021 05H,-3
02/6/2021 04H,0
02/6/2021 03H,-1
02/6/2021 02H,-1
02/6/2021 01H,0
02/6/2021 00H,-1
02/5/2021 23H,-2
02/5/2021 22H,0
02/5/2021 21H,0
02/5/2021 20H,0
02/5/2021 19H,0
02/5/2021 18H,0
02/5/2021 17H,-1
02/5/2021 16H,-1
02/5/2021 15H,-1
02/5/2021 14H,-1
02/5/2021 13H,-2
02/5/2021 12H,0
02/5/2021 11H,-1
02/5/2021 10H,0
02/5/2021 09H,0
02/5/2021 08H,-1
02/5/2021 07H,0
02/5/2021 06H,0
02/5/2021 05H,-2
02/5/2021 04H,-2
02/5/2021 03H,-1
02/5/2021 02H,-3
02/5/2021 01H,-1
02/5/2021 00H,0
02/4/2021 23H,0
02/4/2021 22H,-1
02/4/2021 21H,0
02/4/2021 20H,0
02/4/2021 19H,0
02/4/2021 18H,-2
02/4/2021 17H,-3
02/4/2021 16H,-1
02/4/2021 15H,36
02/4/2021 14H,9
02/4/2021 13H,0
02/4/2021 12H,0
02/4/2021 11H,0
02/4/2021 10H,-1
02/4/2021 09H,0
02/4/2021 08H,-2
02/4/2021 07H,-2
02/4/2021 06H,-1
02/4/2021 05H,-1
02/4/2021 04H,0
02/4/2021 03H,-1
02/4/2021 02H,-1
02/4/2021 01H,0
02/4/2021 00H,-2
02/3/2021 23H,0
02/3/2021 22H,0
02/3/2021 21H,0
02/3/2021 20H,-1
02/3/2021 19H,-3
02/3/2021 18H,0
02/3/2021 17H,18
02/3/2021 16H,75
02/3/2021 15H,3
02/3/2021 14H,-1
02/3/2021 13H,0
02/3/2021 12H,0
02/3/2021 11H,-1
02/3/2021 10H,0
02/3/2021 09H,-1
02/3/2021 08H,-2
02/3/2021 07H,-1
02/3/2021 06H,-1
02/3/2021 05H,0
02/3/2021 04H,-1
02/3/2021 03H,-1
02/3/2021 02H,0
02/3/2021 01H,-3
02/3/2021 00H,0
02/2/2021 23H,0
02/2/2021 22H,0
02/2/2021 21H,-1
02/2/2021 20H,-2
02/2/2021 19H,1
02/2/2021 18H,-1
02/2/2021 17H,0
02/2/2021 16H,8
02/2/2021 15H,35
02/2/2021 14H,0
02/2/2021 13H,2
02/2/2021 12H,0
02/2/2021 11H,-1
02/2/2021 10H,-1
02/2/2021 09H,0
02/2/2021 08H,0
02/2/2021 07H,-2
02/2/2021 06H,-1
02/2/2021 05H,-2
02/2/2021 04H,-1
02/2/2021 03H,-1
02/2/2021 02H,-1
02/2/2021 01H,-1
02/2/2021 00H,-1
02/1/2021 23H,-1
02/1/2021 22H,-1
02/1/2021 21H,-1
02/1/2021 20H,0
02/1/2021 19H,-1
02/1/2021 18H,-1
02/1/2021 17H,-1
02/1/2021 16H,-1
02/1/2021 15H,0
02/1/2021 14H,-1
02/1/2021 13H,-1
02/1/2021 12H,-1
02/1/2021 11H,0
02/1/2021 10H,0
02/1/2021 09H,0
02/1/2021 08H,-1
02/1/2021 07H,0
02/1/2021 06H,0
02/1/2021 05H,-2
02/1/2021 04H,-1
02/1/2021 03H,-1
02/1/2021 02H,-2
02/1/2021 01H,0
02/1/2021 00H,-2
01/31/2021 23H,0
01/31/2021 22H,0
01/31/2021 21H,0
01/31/2021 20H,0
01/31/2021 19H,0
01/31/2021 18H,0
01/31/2021 17H,-2
01/31/2021 16H,0
01/31/2021 15H,-2
01/31/2021 14H,0
01/31/2021 13H,0
01/31/2021 12H,0
01/31/2021 11H,-2
01/31/2021 10H,0
01/31/2021 09H,-1
01/31/2021 08H,-2
01/31/2021 07H,0
01/31/2021 06H,0
01/31/2021 05H,-1
01/31/2021 04H,-2
01/31/2021 03H,-1
01/31/2021 02H,0
01/31/2021 01H,0
01/31/2021 00H,0
01/30/2021 23H,0
01/30/2021 22H,0
01/30/2021 21H,-1
01/30/2021 20H,0
01/30/2021 19H,-1
01/30/2021 18H,-2
01/30/2021 17H,-3
01/30/2021 16H,-2
01/30/2021 15H,0
01/30/2021 14H,0
01/30/2021 13H,-1
01/30/2021 12H,0
01/30/2021 11H,0
01/30/2021 10H,0
01/30/2021 09H,-1
01/30/2021 08H,0
01/30/2021 07H,0
01/30/2021 06H,-2
01/30/2021 05H,-4
01/30/2021 04H,0
01/30/2021 03H,0
01/30/2021 02H,0
01/30/2021 01H,-1
01/30/2021 00H,0
01/29/2021 23H,0
01/29/2021 22H,0
01/29/2021 21H,0
01/29/2021 20H,0
01/29/2021 19H,0
01/29/2021 18H,-4
01/29/2021 17H,-1
01/29/2021 16H,-3
01/29/2021 15H,-2
01/29/2021 14H,-2
01/29/2021 13H,0
01/29/2021 12H,0
01/29/2021 11H,0
01/29/2021 10H,0
01/29/2021 09H,0
01/29/2021 08H,-2
01/29/2021 07H,-1
01/29/2021 06H,-1
01/29/2021 05H,-1
01/29/2021 04H,-1
01/29/2021 03H,0
01/29/2021 02H,-2
01/29/2021 01H,0
01/29/2021 00H,0
01/28/2021 23H,-1
01/28/2021 22H,0
01/28/2021 21H,-1
01/28/2021 20H,0
01/28/2021 19H,-1
01/28/2021 18H,-2
01/28/2021 17H,27
01/28/2021 16H,43
01/28/2021 15H,-2
01/28/2021 14H,-1
01/28/2021 13H,-1
01/28/2021 12H,0
01/28/2021 11H,0
01/28/2021 10H,-1
01/28/2021 09H,0
01/28/2021 08H,-3
01/28/2021 07H,0
01/28/2021 06H,0
01/28/2021 05H,-1
01/28/2021 04H,-1
01/28/2021 03H,0
01/28/2021 02H,0
01/28/2021 01H,0
01/28/2021 00H,0
01/27/2021 23H,-2
01/27/2021 22H,-1
01/27/2021 21H,-1
01/27/2021 20H,-2
01/27/2021 19H,0
01/27/2021 18H,-1
01/27/2021 17H,-1
01/27/2021 16H,0
01/27/2021 15H,0
01/27/2021 14H,0
01/27/2021 13H,0
01/27/2021 12H,0
01/27/2021 11H,0
01/27/2021 10H,0
01/27/2021 09H,-1
01/27/2021 08H,-4
01/27/2021 07H,-1
01/27/2021 06H,0
01/27/2021 05H,-1
01/27/2021 04H,-1
01/27/2021 03H,-1
01/27/2021 02H,0
01/27/2021 01H,0
01/27/2021 00H,0
01/26/2021 23H,0
01/26/2021 22H,0
01/26/2021 21H,0
01/26/2021 20H,-2
01/26/2021 19H,0
01/26/2021 18H,0
01/26/2021 17H,14
01/26/2021 16H,38
01/26/2021 15H,-1
01/26/2021 14H,9
01/26/2021 13H,-1
01/26/2021 12H,0
01/26/2021 11H,0
01/26/2021 10H,-1
01/26/2021 09H,-1
01/26/2021 08H,0
01/26/2021 07H,-3
01/26/2021 06H,0
01/26/2021 05H,0
01/26/2021 04H,0
01/26/2021 03H,-1
01/26/2021 02H,0
01/26/2021 01H,-1
01/26/2021 00H,-1
01/25/2021 23H,-2
01/25/2021 22H,0
01/25/2021 21H,-1
01/25/2021 20H,0
01/25/2021 19H,-1
01/25/2021 18H,-1
01/25/2021 17H,0
01/25/2021 16H,-1
01/25/2021 15H,0
01/25/2021 14H,-1
01/25/2021 13H,0
01/25/2021 12H,0
01/25/2021 11H,0
01/25/2021 10H,-1
01/25/2021 09H,0
01/25/2021 08H,-1
01/25/2021 07H,-1
01/25/2021 06H,-2
01/25/2021 05H,-1
01/25/2021 04H,0
01/25/2021 03H,-1
01/25/2021 02H,0
01/25/2021 01H,-2
01/25/2021 00H,-1
01/24/2021 23H,0
01/24/2021 22H,0
01/24/2021 21H,-1
01/24/2021 20H,0
01/24/2021 19H,-1
01/24/2021 18H,-1
01/24/2021 17H,-1
01/24/2021 16H,-2
01/24/2021 15H,0
01/24/2021 14H,0
01/24/2021 13H,-1
01/24/2021 12H,0
01/24/2021 11H,0
01/24/2021 10H,0
01/24/2021 09H,-1
01/24/2021 08H,-2
01/24/2021 07H,-1
01/24/2021 06H,-1
01/24/2021 05H,-1
01/24/2021 04H,0
01/24/2021 03H,0
01/24/2021 02H,-2
01/24/2021 01H,0
01/24/2021 00H,-1
01/23/2021 23H,0
01/23/2021 22H,0
01/23/2021 21H,0
01/23/2021 20H,-3
01/23/2021 19H,0
01/23/2021 18H,0
01/23/2021 17H,-1
01/23/2021 16H,0
01/23/2021 15H,0
01/23/2021 14H,0
01/23/2021 13H,-1
01/23/2021 12H,-1
01/23/2021 11H,-1
01/23/2021 10H,-3
01/23/2021 09H,-2
01/23/2021 08H,-1
01/23/2021 07H,0
01/23/2021 06H,0
01/23/2021 05H,0
01/23/2021 04H,0
01/23/2021 03H,-1
01/23/2021 02H,-2
01/23/2021 01H,0
01/23/2021 00H,0
01/22/2021 23H,-1
01/22/2021 22H,-1
01/22/2021 21H,0
01/22/2021 20H,0
01/22/2021 19H,-2
01/22/2021 18H,0
01/22/2021 17H,-1
01/22/2021 16H,0
01/22/2021 15H,-1
01/22/2021 14H,-1
01/22/2021 13H,-1
01/22/2021 12H,-1
01/22/2021 11H,0
01/22/2021 10H,-1
01/22/2021 09H,-1
01/22/2021 08H,0
01/22/2021 07H,0
01/22/2021 06H,-1
01/22/2021 05H,-1
01/22/2021 04H,-1
01/22/2021 03H,-1
01/22/2021 02H,-1
01/22/2021 01H,-2
01/22/2021 00H,0
01/21/2021 23H,-1
01/21/2021 22H,21
01/21/2021 21H,45
01/21/2021 20H,1
01/21/2021 19H,-2
01/21/2021 18H,0
01/21/2021 17H,0
01/21/2021 16H,0
01/21/2021 15H,-1
01/21/2021 14H,-1
01/21/2021 13H,-1
01/21/2021 12H,0
01/21/2021 11H,-2
01/21/2021 10H,-1
01/21/2021 09H,-1
01/21/2021 08H,0
01/21/2021 07H,0
01/21/2021 06H,0
01/21/2021 05H,-2
01/21/2021 04H,0
01/21/2021 03H,-2
01/21/2021 02H,0
01/21/2021 01H,0
01/21/2021 00H,-2
01/20/2021 23H,-1
01/20/2021 22H,0
01/20/2021 21H,-1
01/20/2021 20H,-1
01/20/2021 19H,-1
01/20/2021 18H,0
01/20/2021 17H,0
01/20/2021 16H,0
01/20/2021 15H,-1
01/20/2021 14H,-2
01/20/2021 13H,0
01/20/2021 12H,0
01/20/2021 11H,-1
01/20/2021 10H,-1
01/20/2021 09H,0
01/20/2021 08H,0
01/20/2021 07H,0
01/20/2021 06H,0
01/20/2021 05H,-2
01/20/2021 04H,-2
01/20/2021 03H,-1
01/20/2021 02H,0
01/20/2021 01H,-1
01/20/2021 00H,-2
01/19/2021 23H,0
01/19/2021 22H,0
01/19/2021 21H,0
01/19/2021 20H,0
01/19/2021 19H,-2
01/19/2021 18H,0
01/19/2021 17H,0
01/19/2021 16H,-3
01/19/2021 15H,13
01/19/2021 14H,16
01/19/2021 13H,-1
01/19/2021 12H,-2
01/19/2021 11H,-1
01/19/2021 10H,0
01/19/2021 09H,0
01/19/2021 08H,-2
01/19/2021 07H,-1
01/19/2021 06H,0
01/19/2021 05H,-2
01/19/2021 04H,0
01/19/2021 03H,0
01/19/2021 02H,-1
01/19/2021 01H,-2
01/19/2021 00H,-1
01/18/2021 23H,0
01/18/2021 22H,-2
01/18/2021 21H,0
01/18/2021 20H,-2
01/18/2021 19H,0
01/18/2021 18H,-1
01/18/2021 17H,0
01/18/2021 16H,-1
01/18/2021 15H,0
01/18/2021 14H,-1
01/18/2021 13H,-1
01/18/2021 12H,-2
01/18/2021 11H,0
01/18/2021 10H,0
01/18/2021 09H,0
01/18/2021 08H,-2
01/18/2021 07H,0
01/18/2021 06H,-1
01/18/2021 05H,-1
01/18/2021 04H,-1
01/18/2021 03H,0
01/18/2021 02H,0
01/18/2021 01H,-2
01/18/2021 00H,0
01/17/2021 23H,-1
01/17/2021 22H,-1
01/17/2021 21H,-1
01/17/2021 20H,0
01/17/2021 19H,-2
01/17/2021 18H,-1
01/17/2021 17H,0
01/17/2021 16H,-1
01/17/2021 15H,0
01/17/2021 14H,0
01/17/2021 13H,-1
01/17/2021 12H,0
01/17/2021 11H,-1
01/17/2021 10H,-3
01/17/2021 09H,-1
01/17/2021 08H,0
01/17/2021 07H,0
01/17/2021 06H,-2
01/17/2021 05H,0
01/17/2021 04H,0
01/17/2021 03H,-1
01/17/2021 02H,-1
01/17/2021 01H,0
01/17/2021 00H,0
01/16/2021 23H,-1
01/16/2021 22H,-3
01/16/2021 21H,0
01/16/2021 20H,-2
01/16/2021 19H,0
01/16/2021 18H,0
01/16/2021 17H,-2
01/16/2021 16H,0
01/16/2021 15H,-1
01/16/2021 14H,-1
01/16/2021 13H,0
01/16/2021 12H,-2
01/16/2021 11H,-1
01/16/2021 10H,-1
01/16/2021 09H,-2
01/16/2021 08H,0
01/16/2021 07H,-1
01/16/2021 06H,0
01/16/2021 05H,0
01/16/2021 04H,-1
01/16/2021 03H,0
01/16/2021 02H,-1
01/16/2021 01H,-1
01/16/2021 00H,-2
01/15/2021 23H,0
01/15/2021 22H,-1
01/15/2021 21H,0
01/15/2021 20H,0
01/15/2021 19H,0
01/15/2021 18H,0
01/15/2021 17H,0
01/15/2021 16H,-3
01/15/2021 15H,-1
01/15/2021 14H,-1
01/15/2021 13H,-1
01/15/2021 12H,-4
01/15/2021 11H,0
01/15/2021 10H,0
01/15/2021 09H,0
01/15/2021 08H,0
01/15/2021 07H,0
01/15/2021 06H,0
01/15/2021 05H,0
01/15/2021 04H,-1
01/15/2021 03H,-3
01/15/2021 02H,-1
01/15/2021 01H,0
01/15/2021 00H,-1
01/14/2021 23H,-1
01/14/2021 22H,0
01/14/2021 21H,-1
01/14/2021 20H,0
01/14/2021 19H,0
01/14/2021 18H,-1
01/14/2021 17H,0
01/14/2021 16H,-3
01/14/2021 15H,0
01/14/2021 14H,0
01/14/2021 13H,-2
01/14/2021 12H,-1
01/14/2021 11H,-3
01/14/2021 10H,-1
01/14/2021 09H,-2
01/14/2021 08H,-1
01/14/2021 07H,0
01/14/2021 06H,0
01/14/2021 05H,-1
01/14/2021 04H,-2
01/14/2021 03H,0
01/14/2021 02H,-1
01/14/2021 01H,-1
01/14/2021 00H,-1
01/13/2021 23H,0
01/13/2021 22H,-1
01/13/2021 21H,-1
01/13/2021 20H,-1
01/13/2021 19H,0
01/13/2021 18H,-1
01/13/2021 17H,0
01/13/2021 16H,-1
01/13/2021 15H,0
01/13/2021 14H,-2
01/13/2021 13H,-1
01/13/2021 12H,0
01/13/2021 11H,-1
01/13/2021 10H,0
01/13/2021 09H,0
01/13/2021 08H,-1
01/13/2021 07H,-1
01/13/2021 06H,-3
01/13/2021 05H,-1
01/13/2021 04H,0
01/13/2021 03H,-1
01/13/2021 02H,-1
01/13/2021 01H,-1
01/13/2021 00H,-1
01/12/2021 23H,-1
01/12/2021 22H,-1
01/12/2021 21H,-1
01/12/2021 20H,38
01/12/2021 19H,34
01/12/2021 18H,6
01/12/2021 17H,25
01/12/2021 16H,0
01/12/2021 15H,-2
01/12/2021 14H,14
01/12/2021 13H,0
01/12/2021 12H,0
01/12/2021 11H,0
01/12/2021 10H,-1
01/12/2021 09H,0
01/12/2021 08H,-1
01/12/2021 07H,0
01/12/2021 06H,0
01/12/2021 05H,-2
01/12/2021 04H,-1
01/12/2021 03H,-2
01/12/2021 02H,-1
01/12/2021 01H,-1
01/12/2021 00H,-1
01/11/2021 23H,0
01/11/2021 22H,0
01/11/2021 21H,-1
01/11/2021 20H,0
01/11/2021 19H,0
01/11/2021 18H,0
01/11/2021 17H,-2
01/11/2021 16H,0
01/11/2021 15H,-1
01/11/2021 14H,-1
01/11/2021 13H,-1
01/11/2021 12H,-1
01/11/2021 11H,0
01/11/2021 10H,-2
01/11/2021 09H,0
01/11/2021 08H,-1
01/11/2021 07H,0
01/11/2021 06H,-2
01/11/2021 05H,-1
01/11/2021 04H,0
01/11/2021 03H,-2
01/11/2021 02H,0
01/11/2021 01H,0
